% La2004 solution of eccentricity, precession and obliquity
% Obtained from http://vo.imcce.fr/insola/earth/online/earth/online/index.php
% Time (ky)     Eccentricity    Precession    Obliquity 
    -930.000       0.030028       0.006387       0.394746
    -929.000       0.028835       0.013829       0.394861
    -928.000       0.027680       0.019666       0.395247
    -927.000       0.026411       0.023198       0.395907
    -926.000       0.025202       0.024624       0.396825
    -925.000       0.023983       0.023928       0.397983
    -924.000       0.022691       0.021360       0.399362
    -923.000       0.021426       0.017430       0.400930
    -922.000       0.020228       0.012721       0.402654
    -921.000       0.018908       0.007568       0.404505
    -920.000       0.017701       0.002659       0.406436
    -919.000       0.016481      -0.001673       0.408409
    -918.000       0.015275      -0.005273       0.410382
    -917.000       0.014121      -0.007833       0.412308
    -916.000       0.013020      -0.009447       0.414138
    -915.000       0.011980      -0.010257       0.415831
    -914.000       0.011070      -0.010402       0.417339
    -913.000       0.010186      -0.010037       0.418625
    -912.000       0.009612      -0.009612       0.419658
    -911.000       0.009090      -0.009010       0.420409
    -910.000       0.008848      -0.008554       0.420861
    -909.000       0.008896      -0.008225       0.421009
    -908.000       0.009101      -0.007912       0.420846
    -907.000       0.009564      -0.007527       0.420382
    -906.000       0.010255      -0.006970       0.419631
    -905.000       0.011032      -0.005901       0.418608
    -904.000       0.011935      -0.004260       0.417340
    -903.000       0.012992      -0.002001       0.415856
    -902.000       0.014017       0.001071       0.414184
    -901.000       0.015129       0.004706       0.412366
    -900.000       0.016269       0.008673       0.410444
    -899.000       0.017416       0.012768       0.408460
    -898.000       0.018565       0.016433       0.406468
    -897.000       0.019690       0.019237       0.404514
    -896.000       0.020865       0.020823       0.402648
    -895.000       0.021996       0.020717       0.400922
    -894.000       0.023065       0.018668       0.399378
    -893.000       0.024225       0.014787       0.398051
    -892.000       0.025291       0.009018       0.396977
    -891.000       0.026313       0.001908       0.396174
    -890.000       0.027420      -0.006025       0.395652
    -889.000       0.028360      -0.014038       0.395418
    -888.000       0.029391      -0.021398       0.395466
    -887.000       0.030287      -0.027165       0.395781
    -886.000       0.031210      -0.030811       0.396348
    -885.000       0.032079      -0.031762       0.397138
    -884.000       0.032841      -0.029735       0.398124
    -883.000       0.033643      -0.024875       0.399277
    -882.000       0.034378      -0.017463       0.400561
    -881.000       0.034980      -0.008080       0.401940
    -880.000       0.035639       0.002363       0.403380
    -879.000       0.036201       0.012932       0.404843
    -878.000       0.036695       0.022662       0.406293
    -877.000       0.037154       0.030530       0.407697
    -876.000       0.037569       0.035799       0.409026
    -875.000       0.037950       0.037949       0.410253
    -874.000       0.038241       0.036643       0.411358
    -873.000       0.038523       0.031998       0.412323
    -872.000       0.038772       0.024427       0.413136
    -871.000       0.038939       0.014548       0.413793
    -870.000       0.039046       0.003253       0.414291
    -869.000       0.039197      -0.008324       0.414630
    -868.000       0.039173      -0.019288       0.414812
    -867.000       0.039191      -0.028474       0.414841
    -866.000       0.039136      -0.035080       0.414722
    -865.000       0.039040      -0.038554       0.414466
    -864.000       0.038879      -0.038494       0.414080
    -863.000       0.038667      -0.034972       0.413577
    -862.000       0.038466      -0.028342       0.412968
    -861.000       0.038145      -0.019226       0.412269
    -860.000       0.037803      -0.008450       0.411495
    -859.000       0.037463       0.002853       0.410662
    -858.000       0.037041       0.013740       0.409788
    -857.000       0.036579       0.023130       0.408886
    -856.000       0.036131       0.030158       0.407972
    -855.000       0.035623       0.034275       0.407059
    -854.000       0.035104       0.035089       0.406162
    -853.000       0.034534       0.032602       0.405295
    -852.000       0.033969       0.027177       0.404472
    -851.000       0.033422       0.019381       0.403708
    -850.000       0.032711       0.009994       0.403016
    -849.000       0.032155       0.000065       0.402413
    -848.000       0.031471      -0.009562       0.401911
    -847.000       0.030760      -0.017840       0.401526
    -846.000       0.030102      -0.024114       0.401267
    -845.000       0.029371      -0.027781       0.401143
    -844.000       0.028634      -0.028630       0.401160
    -843.000       0.027896      -0.026706       0.401319
    -842.000       0.027113      -0.022267       0.401619
    -841.000       0.026386      -0.015966       0.402056
    -840.000       0.025552      -0.008424       0.402622
    -839.000       0.024774      -0.000511       0.403305
    -838.000       0.024023       0.006993       0.404091
    -837.000       0.023178       0.013332       0.404963
    -836.000       0.022441       0.018015       0.405900
    -835.000       0.021657       0.020542       0.406882
    -834.000       0.020931       0.020931       0.407883
    -833.000       0.020169       0.019139       0.408878
    -832.000       0.019451       0.015574       0.409841
    -831.000       0.018780       0.010631       0.410741
    -830.000       0.018067       0.004974       0.411553
    -829.000       0.017382      -0.000854       0.412251
    -828.000       0.016799      -0.006185       0.412810
    -827.000       0.016116      -0.010499       0.413211
    -826.000       0.015552      -0.013439       0.413438
    -825.000       0.014979      -0.014702       0.413477
    -824.000       0.014441      -0.014281       0.413328
    -823.000       0.013967      -0.012293       0.412989
    -822.000       0.013450      -0.009002       0.412469
    -821.000       0.013110      -0.004847       0.411779
    -820.000       0.012714      -0.000291       0.410935
    -819.000       0.012382       0.004070       0.409959
    -818.000       0.012190       0.007836       0.408878
    -817.000       0.011993       0.010477       0.407717
    -816.000       0.011880       0.011769       0.406509
    -815.000       0.011832       0.011531       0.405289
    -814.000       0.011874       0.009831       0.404090
    -813.000       0.011948       0.006797       0.402950
    -812.000       0.012063       0.002926       0.401909
    -811.000       0.012261      -0.001496       0.400996
    -810.000       0.012502      -0.005776       0.400247
    -809.000       0.012721      -0.009472       0.399689
    -808.000       0.013024      -0.012112       0.399339
    -807.000       0.013340      -0.013336       0.399214
    -806.000       0.013653      -0.012930       0.399319
    -805.000       0.014003      -0.010953       0.399650
    -804.000       0.014323      -0.007566       0.400201
    -803.000       0.014776      -0.003089       0.400955
    -802.000       0.015078       0.001900       0.401888
    -801.000       0.015486       0.006909       0.402977
    -800.000       0.015927       0.011391       0.404191
    -799.000       0.016289       0.014713       0.405493
    -798.000       0.016699       0.016591       0.406853
    -797.000       0.017116       0.016748       0.408234
    -796.000       0.017491       0.015048       0.409597
    -795.000       0.017874       0.011749       0.410910
    -794.000       0.018208       0.007086       0.412139
    -793.000       0.018575       0.001503       0.413253
    -792.000       0.018878      -0.004371       0.414224
    -791.000       0.019134      -0.009962       0.415027
    -790.000       0.019442      -0.014747       0.415643
    -789.000       0.019648      -0.018106       0.416062
    -788.000       0.019846      -0.019776       0.416271
    -787.000       0.020018      -0.019519       0.416270
    -786.000       0.020188      -0.017345       0.416064
    -785.000       0.020261      -0.013370       0.415658
    -784.000       0.020366      -0.008155       0.415066
    -783.000       0.020419      -0.001970       0.414306
    -782.000       0.020483       0.004356       0.413395
    -781.000       0.020448       0.010307       0.412355
    -780.000       0.020444       0.015239       0.411208
    -779.000       0.020436       0.018690       0.409976
    -778.000       0.020288       0.020186       0.408684
    -777.000       0.020210       0.019756       0.407356
    -776.000       0.020041       0.017318       0.406017
    -775.000       0.019848       0.013164       0.404696
    -774.000       0.019608       0.007821       0.403418
    -773.000       0.019309       0.001790       0.402209
    -772.000       0.019049      -0.004309       0.401094
    -771.000       0.018632      -0.009686       0.400095
    -770.000       0.018243      -0.013928       0.399232
    -769.000       0.017857      -0.016579       0.398519
    -768.000       0.017332      -0.017306       0.397970
    -767.000       0.016832      -0.016217       0.397589
    -766.000       0.016342      -0.013517       0.397384
    -765.000       0.015723      -0.009393       0.397357
    -764.000       0.015183      -0.004651       0.397509
    -763.000       0.014525       0.000351       0.397840
    -762.000       0.013947       0.004921       0.398348
    -761.000       0.013299       0.008585       0.399025
    -760.000       0.012596       0.010887       0.399866
    -759.000       0.012016       0.011822       0.400859
    -758.000       0.011303       0.011136       0.401990
    -757.000       0.010641       0.009176       0.403242
    -756.000       0.009993       0.006287       0.404592
    -755.000       0.009348       0.002802       0.406014
    -754.000       0.008737      -0.000691       0.407485
    -753.000       0.008125      -0.003687       0.408975
    -752.000       0.007628      -0.005889       0.410454
    -751.000       0.007234      -0.006985       0.411897
    -750.000       0.006833      -0.006719       0.413272
    -749.000       0.006731      -0.005439       0.414553
    -748.000       0.006696      -0.003077       0.415715
    -747.000       0.006878      -0.000129       0.416736
    -746.000       0.007220       0.002981       0.417588
    -745.000       0.007657       0.005776       0.418254
    -744.000       0.008345       0.007962       0.418716
    -743.000       0.008946       0.008907       0.418955
    -742.000       0.009730       0.008663       0.418962
    -741.000       0.010547       0.007053       0.418728
    -740.000       0.011370       0.004101       0.418248
    -739.000       0.012256       0.000261       0.417530
    -738.000       0.013127      -0.004129       0.416580
    -737.000       0.014079      -0.008648       0.415412
    -736.000       0.014977      -0.012538       0.414053
    -735.000       0.015893      -0.015408       0.412525
    -734.000       0.016862      -0.016811       0.410860
    -733.000       0.017779      -0.016359       0.409097
    -732.000       0.018703      -0.013978       0.407270
    -731.000       0.019648      -0.009882       0.405419
    -730.000       0.020570      -0.004185       0.403589
    -729.000       0.021498       0.002419       0.401820
    -728.000       0.022396       0.009315       0.400154
    -727.000       0.023291       0.015791       0.398635
    -726.000       0.024221       0.021134       0.397301
    -725.000       0.024985       0.024505       0.396188
    -724.000       0.025892       0.025719       0.395330
    -723.000       0.026679       0.024257       0.394748
    -722.000       0.027409       0.020224       0.394460
    -721.000       0.028195       0.013994       0.394477
    -720.000       0.028890       0.006016       0.394790
    -719.000       0.029574      -0.002994       0.395390
    -718.000       0.030231      -0.011991       0.396262
    -717.000       0.030848      -0.020239       0.397371
    -716.000       0.031499      -0.026878       0.398689
    -715.000       0.032039      -0.031089       0.400181
    -714.000       0.032606      -0.032548       0.401804
    -713.000       0.033204      -0.031053       0.403520
    -712.000       0.033662      -0.026534       0.405288
    -711.000       0.034215      -0.019542       0.407062
    -710.000       0.034687      -0.010638       0.408805
    -709.000       0.035163      -0.000453       0.410479
    -708.000       0.035587       0.009880       0.412043
    -707.000       0.036010       0.019564       0.413467
    -706.000       0.036409       0.027816       0.414724
    -705.000       0.036758       0.033697       0.415786
    -704.000       0.037067       0.036805       0.416638
    -703.000       0.037431       0.036883       0.417266
    -702.000       0.037651       0.033714       0.417661
    -701.000       0.037914       0.027697       0.417825
    -700.000       0.038151       0.019305       0.417763
    -699.000       0.038327       0.009135       0.417481
    -698.000       0.038501      -0.001916       0.416995
    -697.000       0.038615      -0.012781       0.416321
    -696.000       0.038775      -0.022809       0.415477
    -695.000       0.038831      -0.030864       0.414486
    -694.000       0.038883      -0.036356       0.413371
    -693.000       0.038963      -0.038866       0.412154
    -692.000       0.038974      -0.038036       0.410863
    -691.000       0.038942      -0.033945       0.409523
    -690.000       0.038960      -0.027059       0.408160
    -689.000       0.038914      -0.017787       0.406802
    -688.000       0.038799      -0.007025       0.405479
    -687.000       0.038759       0.004243       0.404215
    -686.000       0.038583       0.015149       0.403038
    -685.000       0.038456       0.024681       0.401971
    -684.000       0.038241       0.031972       0.401033
    -683.000       0.038021       0.036462       0.400242
    -682.000       0.037805       0.037804       0.399611
    -681.000       0.037466       0.035788       0.399149
    -680.000       0.037170       0.030795       0.398860
    -679.000       0.036866       0.023284       0.398748
    -678.000       0.036420       0.013808       0.398813
    -677.000       0.036045       0.003495       0.399053
    -676.000       0.035614      -0.006927       0.399463
    -675.000       0.035111      -0.016495       0.400034
    -674.000       0.034632      -0.024351       0.400757
    -673.000       0.034069      -0.029893       0.401617
    -672.000       0.033565      -0.032840       0.402593
    -671.000       0.032925      -0.032821       0.403668
    -670.000       0.032327      -0.030158       0.404814
    -669.000       0.031723      -0.025153       0.406004
    -668.000       0.031014      -0.018270       0.407212
    -667.000       0.030309      -0.010250       0.408411
    -666.000       0.029623      -0.001898       0.409570
    -665.000       0.028815       0.006256       0.410667
    -664.000       0.028051       0.013395       0.411676
    -663.000       0.027204       0.019009       0.412575
    -662.000       0.026398       0.022917       0.413344
    -661.000       0.025489       0.024719       0.413962
    -660.000       0.024592       0.024585       0.414414
    -659.000       0.023720       0.022697       0.414687
    -658.000       0.022759       0.019306       0.414769
    -657.000       0.021825       0.014839       0.414654
    -656.000       0.020917       0.009828       0.414340
    -655.000       0.019985       0.004607       0.413827
    -654.000       0.019046      -0.000392       0.413126
    -653.000       0.018206      -0.004761       0.412252
    -652.000       0.017331      -0.008441       0.411224
    -651.000       0.016545      -0.011210       0.410068
    -650.000       0.015796      -0.013038       0.408816
    -649.000       0.015138      -0.014077       0.407503
    -648.000       0.014590      -0.014403       0.406166
    -647.000       0.014073      -0.014060       0.404842
    -646.000       0.013787      -0.013363       0.403570
    -645.000       0.013577      -0.012248       0.402388
    -644.000       0.013490      -0.010818       0.401328
    -643.000       0.013640      -0.009139       0.400421
    -642.000       0.013900      -0.007092       0.399696
    -641.000       0.014251      -0.004658       0.399176
    -640.000       0.014870      -0.001830       0.398878
    -639.000       0.015478       0.001432       0.398819
    -638.000       0.016264       0.005100       0.399004
    -637.000       0.017112       0.008929       0.399430
    -636.000       0.018051       0.012790       0.400094
    -635.000       0.019014       0.016360       0.400975
    -634.000       0.020044       0.019221       0.402050
    -633.000       0.021105       0.021097       0.403290
    -632.000       0.022210       0.021615       0.404652
    -631.000       0.023278       0.020481       0.406099
    -630.000       0.024426       0.017647       0.407588
    -629.000       0.025576       0.013084       0.409074
    -628.000       0.026671       0.006984       0.410515
    -627.000       0.027824      -0.000270       0.411876
    -626.000       0.028987      -0.008129       0.413116
    -625.000       0.030048      -0.016045       0.414209
    -624.000       0.031190      -0.023216       0.415126
    -623.000       0.032267      -0.029035       0.415842
    -622.000       0.033324      -0.032840       0.416341
    -621.000       0.034378      -0.034169       0.416609
    -620.000       0.035336      -0.032664       0.416634
    -619.000       0.036408      -0.028412       0.416418
    -618.000       0.037263      -0.021416       0.415961
    -617.000       0.038186      -0.012292       0.415273
    -616.000       0.039100      -0.001644       0.414371
    -615.000       0.039848       0.009651       0.413279
    -614.000       0.040652       0.020639       0.412021
    -613.000       0.041396       0.030270       0.410632
    -612.000       0.042048       0.037689       0.409146
    -611.000       0.042713       0.042103       0.407600
    -610.000       0.043282       0.042959       0.406032
    -609.000       0.043867       0.040118       0.404480
    -608.000       0.044374       0.033664       0.402978
    -607.000       0.044800       0.024039       0.401564
    -606.000       0.045305       0.012126       0.400269
    -605.000       0.045640      -0.001148       0.399118
    -604.000       0.045991      -0.014542       0.398141
    -603.000       0.046320      -0.026850       0.397356
    -602.000       0.046570      -0.036924       0.396783
    -601.000       0.046809      -0.043857       0.396438
    -600.000       0.046970      -0.046880       0.396325
    -599.000       0.047166      -0.045851       0.396450
    -598.000       0.047231      -0.040675       0.396812
    -597.000       0.047305      -0.031976       0.397401
    -596.000       0.047328      -0.020401       0.398203
    -595.000       0.047327      -0.007118       0.399201
    -594.000       0.047222       0.006767       0.400371
    -593.000       0.047161       0.019970       0.401687
    -592.000       0.047032       0.031372       0.403124
    -591.000       0.046831       0.039982       0.404651
    -590.000       0.046643       0.045110       0.406242
    -589.000       0.046422       0.046396       0.407868
    -588.000       0.046134       0.043729       0.409499
    -587.000       0.045851       0.037537       0.411109
    -586.000       0.045502       0.028268       0.412667
    -585.000       0.045208       0.016896       0.414143
    -584.000       0.044779       0.004328       0.415510
    -583.000       0.044397      -0.008308       0.416739
    -582.000       0.044037      -0.020083       0.417803
    -581.000       0.043513      -0.029888       0.418677
    -580.000       0.043117      -0.037200       0.419343
    -579.000       0.042608      -0.041301       0.419778
    -578.000       0.042101      -0.042075       0.419974
    -577.000       0.041584      -0.039525       0.419920
    -576.000       0.041003      -0.033913       0.419609
    -575.000       0.040462      -0.025801       0.419042
    -574.000       0.039850      -0.015922       0.418224
    -573.000       0.039195      -0.005064       0.417159
    -572.000       0.038648       0.005845       0.415862
    -571.000       0.037929       0.015950       0.414353
    -570.000       0.037268       0.024459       0.412650
    -569.000       0.036646       0.030790       0.410786
    -568.000       0.035899       0.034409       0.408794
    -567.000       0.035230       0.035229       0.406711
    -566.000       0.034492       0.033180       0.404583
    -565.000       0.033786       0.028576       0.402462
    -564.000       0.033026       0.021853       0.400392
    -563.000       0.032256       0.013714       0.398430
    -562.000       0.031524       0.004747       0.396627
    -561.000       0.030718      -0.004083       0.395029
    -560.000       0.029917      -0.012221       0.393685
    -559.000       0.029129      -0.018895       0.392637
    -558.000       0.028318      -0.023707       0.391912
    -557.000       0.027446      -0.026280       0.391541
    -556.000       0.026649      -0.026648       0.391540
    -555.000       0.025771      -0.024808       0.391909
    -554.000       0.024918      -0.021151       0.392652
    -553.000       0.024030      -0.016136       0.393753
    -552.000       0.023178      -0.010232       0.395184
    -551.000       0.022291      -0.004026       0.396918
    -550.000       0.021392       0.001889       0.398910
    -549.000       0.020519       0.007192       0.401106
    -548.000       0.019676       0.011462       0.403456
    -547.000       0.018740       0.014475       0.405896
    -546.000       0.017947       0.016286       0.408358
    -545.000       0.017110       0.016822       0.410785
    -544.000       0.016292       0.016261       0.413113
    -543.000       0.015555       0.014866       0.415283
    -542.000       0.014847       0.012833       0.417248
    -541.000       0.014194       0.010329       0.418965
    -540.000       0.013606       0.007730       0.420394
    -539.000       0.013098       0.005032       0.421511
    -538.000       0.012715       0.002402       0.422294
    -537.000       0.012365      -0.000039       0.422726
    -536.000       0.012181      -0.002360       0.422809
    -535.000       0.012144      -0.004603       0.422536
    -534.000       0.012126      -0.006583       0.421918
    -533.000       0.012337      -0.008589       0.420973
    -532.000       0.012629      -0.010384       0.419720
    -531.000       0.013001      -0.011968       0.418193
    -530.000       0.013491      -0.013248       0.416433
    -529.000       0.014100      -0.014095       0.414480
    -528.000       0.014703      -0.014226       0.412388
    -527.000       0.015427      -0.013635       0.410211
    -526.000       0.016170      -0.012074       0.408003
    -525.000       0.016948      -0.009454       0.405820
    -524.000       0.017773      -0.005894       0.403718
    -523.000       0.018570      -0.001451       0.401741
    -522.000       0.019485       0.003694       0.399940
    -521.000       0.020282       0.009011       0.398352
    -520.000       0.021153       0.014190       0.397006
    -519.000       0.022067       0.018739       0.395931
    -518.000       0.022876       0.022018       0.395145
    -517.000       0.023719       0.023718       0.394657
    -516.000       0.024603       0.023545       0.394471
    -515.000       0.025355       0.021143       0.394585
    -514.000       0.026188       0.016816       0.394985
    -513.000       0.026921       0.010657       0.395657
    -512.000       0.027682       0.003154       0.396574
    -511.000       0.028396      -0.005058       0.397706
    -510.000       0.029028      -0.013166       0.399019
    -509.000       0.029747      -0.020619       0.400475
    -508.000       0.030315      -0.026432       0.402033
    -507.000       0.030878      -0.030152       0.403653
    -506.000       0.031454      -0.031363       0.405296
    -505.000       0.031926      -0.029755       0.406922
    -504.000       0.032366      -0.025460       0.408501
    -503.000       0.032812      -0.018852       0.410003
    -502.000       0.033170      -0.010352       0.411399
    -501.000       0.033525      -0.000747       0.412672
    -500.000       0.033783       0.009023       0.413798
    -499.000       0.034077       0.018262       0.414763
    -498.000       0.034277       0.025972       0.415552
    -497.000       0.034435       0.031479       0.416152
    -496.000       0.034556       0.034298       0.416554
    -495.000       0.034685       0.034179       0.416752
    -494.000       0.034669       0.030944       0.416742
    -493.000       0.034694       0.025125       0.416526
    -492.000       0.034679       0.017060       0.416108
    -491.000       0.034554       0.007447       0.415496
    -490.000       0.034463      -0.002659       0.414704
    -489.000       0.034273      -0.012527       0.413747
    -488.000       0.034108      -0.021243       0.412643
    -487.000       0.033827      -0.027889       0.411410
    -486.000       0.033548      -0.032025       0.410075
    -485.000       0.033286      -0.033286       0.408661
    -484.000       0.032866      -0.031425       0.407198
    -483.000       0.032522      -0.026861       0.405714
    -482.000       0.032126      -0.019985       0.404243
    -481.000       0.031672      -0.011353       0.402815
    -480.000       0.031215      -0.001993       0.401472
    -479.000       0.030718       0.007289       0.400244
    -478.000       0.030216       0.015696       0.399170
    -477.000       0.029680       0.022311       0.398281
    -476.000       0.029054       0.026609       0.397609
    -475.000       0.028550       0.028387       0.397176
    -474.000       0.027877       0.027313       0.397004
    -473.000       0.027246       0.023801       0.397103
    -472.000       0.026655       0.018255       0.397481
    -471.000       0.025949       0.011197       0.398132
    -470.000       0.025313       0.003470       0.399046
    -469.000       0.024606      -0.004116       0.400202
    -468.000       0.023938      -0.010988       0.401576
    -467.000       0.023235      -0.016408       0.403132
    -466.000       0.022478      -0.019926       0.404833
    -465.000       0.021796      -0.021465       0.406637
    -464.000       0.021075      -0.020891       0.408494
    -463.000       0.020275      -0.018365       0.410358
    -462.000       0.019610      -0.014441       0.412175
    -461.000       0.018842      -0.009398       0.413895
    -460.000       0.018110      -0.003850       0.415471
    -459.000       0.017375       0.001560       0.416854
    -458.000       0.016674       0.006446       0.417999
    -457.000       0.015947       0.010377       0.418873
    -456.000       0.015229       0.012914       0.419444
    -455.000       0.014539       0.014109       0.419687
    -454.000       0.013872       0.013842       0.419594
    -453.000       0.013161       0.012212       0.419156
    -452.000       0.012507       0.009559       0.418377
    -451.000       0.011891       0.006227       0.417276
    -450.000       0.011225       0.002462       0.415869
    -449.000       0.010646      -0.001146       0.414189
    -448.000       0.010049      -0.004293       0.412276
    -447.000       0.009539      -0.006776       0.410171
    -446.000       0.009001      -0.008165       0.407926
    -445.000       0.008512      -0.008486       0.405606
    -444.000       0.008155      -0.007815       0.403265
    -443.000       0.007711      -0.006086       0.400974
    -442.000       0.007413      -0.003722       0.398805
    -441.000       0.007170      -0.001016       0.396817
    -440.000       0.006968       0.001772       0.395078
    -439.000       0.006849       0.004197       0.393648
    -438.000       0.006780       0.005886       0.392568
    -437.000       0.006846       0.006807       0.391880
    -436.000       0.006910       0.006628       0.391608
    -435.000       0.007052       0.005461       0.391760
    -434.000       0.007277       0.003479       0.392336
    -433.000       0.007545       0.000883       0.393320
    -432.000       0.007805      -0.002057       0.394679
    -431.000       0.008154      -0.004776       0.396377
    -430.000       0.008511      -0.007123       0.398367
    -429.000       0.008910      -0.008693       0.400584
    -428.000       0.009267      -0.009197       0.402976
    -427.000       0.009707      -0.008670       0.405475
    -426.000       0.010139      -0.007032       0.408012
    -425.000       0.010514      -0.004438       0.410527
    -424.000       0.010964      -0.001167       0.412956
    -423.000       0.011374       0.002401       0.415234
    -422.000       0.011771       0.006044       0.417316
    -421.000       0.012165       0.009153       0.419147
    -420.000       0.012557       0.011543       0.420688
    -419.000       0.012937       0.012886       0.421912
    -418.000       0.013295       0.012976       0.422792
    -417.000       0.013590       0.011730       0.423312
    -416.000       0.014000       0.009383       0.423473
    -415.000       0.014242       0.005879       0.423273
    -414.000       0.014537       0.001725       0.422726
    -413.000       0.014836      -0.002725       0.421848
    -412.000       0.015056      -0.007143       0.420661
    -411.000       0.015279      -0.010964       0.419194
    -410.000       0.015480      -0.013816       0.417481
    -409.000       0.015664      -0.015474       0.415557
    -408.000       0.015795      -0.015622       0.413464
    -407.000       0.015899      -0.014268       0.411247
    -406.000       0.016007      -0.011532       0.408948
    -405.000       0.016059      -0.007645       0.406622
    -404.000       0.016040      -0.002909       0.404319
    -403.000       0.016067       0.002017       0.402084
    -402.000       0.016003       0.006840       0.399970
    -401.000       0.015906       0.010923       0.398021
    -400.000       0.015810       0.013871       0.396273
    -399.000       0.015633       0.015375       0.394763
    -398.000       0.015498       0.015353       0.393519
    -397.000       0.015211       0.013662       0.392558
    -396.000       0.015013       0.010722       0.391897
    -395.000       0.014746       0.006713       0.391550
    -394.000       0.014383       0.002171       0.391513
    -393.000       0.014090      -0.002407       0.391791
    -392.000       0.013717      -0.006493       0.392377
    -391.000       0.013299      -0.009737       0.393259
    -390.000       0.012893      -0.011723       0.394422
    -389.000       0.012414      -0.012348       0.395845
    -388.000       0.011948      -0.011649       0.397496
    -387.000       0.011403      -0.009725       0.399346
    -386.000       0.010825      -0.006924       0.401359
    -385.000       0.010319      -0.003653       0.403491
    -384.000       0.009630      -0.000268       0.405703
    -383.000       0.009049       0.002761       0.407953
    -382.000       0.008425       0.005095       0.410193
    -381.000       0.007766       0.006557       0.412385
    -380.000       0.007124       0.006972       0.414488
    -379.000       0.006494       0.006413       0.416461
    -378.000       0.005904       0.005014       0.418268
    -377.000       0.005334       0.003065       0.419879
    -376.000       0.004816       0.000821       0.421255
    -375.000       0.004480      -0.001273       0.422368
    -374.000       0.004219      -0.002989       0.423195
    -373.000       0.004155      -0.004002       0.423706
    -372.000       0.004298      -0.004188       0.423886
    -371.000       0.004592      -0.003445       0.423720
    -370.000       0.005100      -0.001949       0.423199
    -369.000       0.005604       0.000255       0.422324
    -368.000       0.006290       0.002703       0.421106
    -367.000       0.007047       0.005202       0.419558
    -366.000       0.007766       0.007259       0.417712
    -365.000       0.008607       0.008606       0.415601
    -364.000       0.009421       0.008895       0.413264
    -363.000       0.010315       0.008029       0.410755
    -362.000       0.011160       0.005925       0.408130
    -361.000       0.012031       0.002727       0.405442
    -360.000       0.012987      -0.001271       0.402762
    -359.000       0.013802      -0.005666       0.400152
    -358.000       0.014723      -0.009995       0.397681
    -357.000       0.015601      -0.013645       0.395418
    -356.000       0.016469      -0.016195       0.393427
    -355.000       0.017327      -0.017168       0.391768
    -354.000       0.018161      -0.016341       0.390499
    -353.000       0.019023      -0.013620       0.389660
    -352.000       0.019834      -0.009231       0.389280
    -351.000       0.020598      -0.003428       0.389384
    -350.000       0.021445       0.003116       0.389964
    -349.000       0.022182       0.009848       0.391006
    -348.000       0.022906       0.015961       0.392485
    -347.000       0.023692       0.020893       0.394350
    -346.000       0.024359       0.023955       0.396545
    -345.000       0.025086       0.024895       0.399011
    -344.000       0.025727       0.023431       0.401667
    -343.000       0.026397       0.019702       0.404441
    -342.000       0.027039       0.013974       0.407257
    -341.000       0.027606       0.006731       0.410034
    -340.000       0.028215      -0.001378       0.412699
    -339.000       0.028811      -0.009682       0.415185
    -338.000       0.029270      -0.017354       0.417422
    -337.000       0.029858      -0.023827       0.419359
    -336.000       0.030333      -0.028416       0.420948
    -335.000       0.030795      -0.030721       0.422149
    -334.000       0.031251      -0.030518       0.422937
    -333.000       0.031691      -0.027775       0.423298
    -332.000       0.032109      -0.022587       0.423221
    -331.000       0.032477      -0.015497       0.422720
    -330.000       0.032868      -0.006873       0.421811
    -329.000       0.033241       0.002487       0.420520
    -328.000       0.033554       0.011823       0.418892
    -327.000       0.033867       0.020423       0.416972
    -326.000       0.034212       0.027487       0.414812
    -325.000       0.034447       0.032374       0.412482
    -324.000       0.034733       0.034669       0.410043
    -323.000       0.034979       0.034076       0.407561
    -322.000       0.035202       0.030546       0.405111
    -321.000       0.035415       0.024407       0.402756
    -320.000       0.035579       0.016074       0.400562
    -319.000       0.035806       0.006196       0.398592
    -318.000       0.035905      -0.004246       0.396899
    -317.000       0.036043      -0.014479       0.395526
    -316.000       0.036191      -0.023535       0.394512
    -315.000       0.036257      -0.030563       0.393874
    -314.000       0.036318      -0.034981       0.393627
    -313.000       0.036409      -0.036401       0.393767
    -312.000       0.036410      -0.034596       0.394276
    -311.000       0.036439      -0.029875       0.395128
    -310.000       0.036418      -0.022573       0.396289
    -309.000       0.036400      -0.013364       0.397712
    -308.000       0.036378      -0.003078       0.399351
    -307.000       0.036241       0.007359       0.401152
    -306.000       0.036233       0.017162       0.403062
    -305.000       0.036089       0.025411       0.405029
    -304.000       0.035931       0.031473       0.407003
    -303.000       0.035828       0.034969       0.408931
    -302.000       0.035620       0.035544       0.410772
    -301.000       0.035395       0.033279       0.412481
    -300.000       0.035193       0.028473       0.414024
    -299.000       0.034891       0.021442       0.415372
    -298.000       0.034645       0.012902       0.416498
    -297.000       0.034269       0.003550       0.417386
    -296.000       0.033957      -0.005889       0.418025
    -295.000       0.033583      -0.014685       0.418409
    -294.000       0.033150      -0.022065       0.418537
    -293.000       0.032731      -0.027640       0.418416
    -292.000       0.032300      -0.030944       0.418053
    -291.000       0.031775      -0.031772       0.417459
    -290.000       0.031280      -0.030232       0.416650
    -289.000       0.030771      -0.026492       0.415641
    -288.000       0.030191      -0.020826       0.414449
    -287.000       0.029637      -0.013944       0.413099
    -286.000       0.029043      -0.006265       0.411607
    -285.000       0.028476       0.001607       0.410002
    -284.000       0.027834       0.008900       0.408307
