C: Wang et al. stack probabilistic analysis Med RSL chronology (ky)
D: Wang et al. stack probabilistic analysis Med RSL MEDIAN (m; shifted so mean of last three ky =0)
E: Wang et al. stack probabilistic analysis Med RSL upper bound 95% probability interval for the median (~equivalent to 2se)
F: Wang et al. stack probabilistic analysis Med RSL lower bound 95% probability interval for the median (~equivalent to 2se)

t Wang Med RSL	MEDIAN	MEDIAN_t95%	 MEDIAN_b95%
2283	13.10075	19.29875	6.90275
2284	14.41275	20.57475	8.25175
2285	19.58575	25.72975	13.44075
2286	24.32475	30.52475	18.12575
2287	29.56175	35.76275	23.36075
2288	35.44575	41.67275	29.21875
2289	39.24975	45.42875	33.07075
2290	43.34475	49.50275	37.18675
2291	45.00575	51.16475	38.84575
2292	44.75375	50.94775	38.55975
2293	44.67575	50.85775	38.49375
2294	44.66575	50.82675	38.50475
2295	44.19075	50.34275	38.03875
2296	44.46175	50.59375	38.33075
2297	44.52275	50.64575	38.39975
2298	44.41575	50.54275	38.28875
2299	44.76575	50.88475	38.64575
2300	44.96575	51.07975	38.85175
2301	44.51575	50.64375	38.38675
2302	45.48275	51.61275	39.35275
2303	45.37475	51.51475	39.23375
2304	45.52275	51.67675	39.36875
2305	44.94575	51.12875	38.76375
2306	45.20375	51.37375	39.03375
2307	45.26775	51.40375	39.13175
2308	43.07775	49.19775	36.95775
2309	37.17075	43.31475	31.02575
2310	34.18575	40.30675	28.06475
2311	30.77575	36.91775	24.63275
2312	28.91175	35.06175	22.76275
2313	26.42275	32.59275	20.25275
2314	25.56275	31.74475	19.38075
2315	28.17775	34.33875	22.01675
2316	32.52975	38.73475	26.32375
2317	37.76575	43.94375	31.58875
2318	42.87975	49.09275	36.66775
2319	49.97175	56.14275	43.79975
2320	50.94175	57.15675	44.72775
2321	52.65175	58.83175	46.47175
2322	51.20175	57.37175	45.03075
2323	44.47675	50.70775	38.24675
2324	33.40775	39.67375	27.14175
2325	21.39775	27.75075	15.04375
2326	10.12575	16.43975	3.81175
2327	3.87575	10.10175	-2.35025
2328	0.49075	6.69475	-5.71325
2329	-2.19625	4.00775	-8.40025
2330	0.97275	7.24275	-5.29725
2331	7.81775	13.99975	1.63675
2332	13.38075	19.56675	7.19475
2333	17.82775	24.02375	11.63275
2334	26.42375	32.61575	20.23075
2335	32.18075	38.43475	25.92575
2336	36.12575	42.37075	29.88175
2337	38.02075	44.24475	31.79775
2338	38.52175	44.70775	32.33575
2339	38.37375	44.52775	32.21875
2340	37.82675	43.97875	31.67575
2341	37.88775	44.03375	31.74075
2342	37.54475	43.69575	31.39375
2343	37.71775	43.88175	31.55375
2344	36.87575	43.06475	30.68575
2345	36.12375	42.31875	29.92775
2346	33.18775	39.44075	26.93475
2347	30.31675	36.52675	24.10675
2348	22.63475	28.82275	16.44675
2349	14.15675	20.35675	7.95675
2350	6.76175	12.94675	0.57775
2351	1.74375	7.91275	-4.42625
2352	-2.83925	3.34875	-9.02625
2353	-5.21225	0.94375	-11.36825
2354	-7.01925	-0.85925	-13.17925
2355	-6.34825	-0.20625	-12.49025
2356	-3.84725	2.28475	-9.97925
2357	-2.79925	3.35975	-8.95825
2358	0.27875	6.40475	-5.84825
2359	1.84675	7.99675	-4.30325
2360	1.81875	7.96375	-4.32725
2361	2.59775	8.76275	-3.56825
2362	3.85675	10.00975	-2.29625
2363	4.29575	10.48275	-1.89125
2364	9.31075	15.52975	3.09175
2365	14.67375	20.83575	8.51075
2366	21.43475	27.58575	15.28375
2367	28.08175	34.25475	21.90775
2368	31.46675	37.62775	25.30475
2369	33.85975	40.05575	27.66275
2370	35.23275	41.43675	29.02875
2371	35.43975	41.64175	29.23775
2372	35.76075	41.95575	29.56575
2373	36.51875	42.70275	30.33475
2374	37.27675	43.44075	31.11275
2375	37.44775	43.60875	31.28675
2376	38.38775	44.52975	32.24475
2377	38.86675	45.00475	32.72975
2378	39.88475	46.00675	33.76275
2379	40.32275	46.43975	34.20475
2380	40.67475	46.79175	34.55875
2381	41.38975	47.49675	35.28275
2382	41.65875	47.76975	35.54775
2383	41.85875	47.97075	35.74675
2384	42.46475	48.57975	36.34875
2385	42.92375	49.04475	36.80175
2386	43.51575	49.63475	37.39675
2387	43.90275	50.02975	37.77575
2388	44.38475	50.51875	38.24975
2389	44.65475	50.79675	38.51375
2390	45.17875	51.32475	39.03275
2391	45.75975	51.90975	39.61075
2392	46.30675	52.46175	40.15175
2393	46.98775	53.14375	40.83175
2394	47.79475	53.95175	41.63675
2395	48.03475	54.20075	41.86875
2396	48.44975	54.62875	42.27075
2397	48.87975	55.07275	42.68775
2398	49.34175	55.54275	43.14075
2399	50.46775	56.66375	44.27175
2400	51.05275	57.22575	44.87875
2401	50.80675	56.98075	44.63275
2402	49.82975	55.97075	43.68975
2403	47.29775	53.43475	41.16175
2404	46.03375	52.22475	39.84275
2405	45.48075	51.64375	39.31775
2406	45.63575	51.76975	39.50275
2407	45.48575	51.62475	39.34675
2408	44.49975	50.68575	38.31375
2409	47.06975	53.26975	40.86975
2410	48.06875	54.25375	41.88375
2411	49.68475	55.84675	43.52175
2412	49.13275	55.32975	42.93575
2413	49.17575	55.36875	42.98175
2414	48.32075	54.49275	42.14875
2415	47.80275	53.93175	41.67475
2416	45.81975	51.96375	39.67675
2417	44.52475	50.67475	38.37375
2418	43.52075	49.67675	37.36375
2419	42.81175	48.94375	36.67875
2420	40.35775	46.56675	34.14975
2421	37.53575	43.76675	31.30475
2422	32.88975	39.06175	26.71875
2423	30.04775	36.21275	23.88275
2424	26.42375	32.56975	20.27675
2425	22.76175	28.93375	16.58975
2426	22.05975	28.20675	15.91275
2427	20.49775	26.64375	14.35175
2428	22.19275	28.36575	16.01875
2429	25.23875	31.41275	19.06475
2430	29.16675	35.30275	23.02975
2431	32.74875	38.88875	26.60875
2432	35.54375	41.69075	29.39675
2433	38.35175	44.52475	32.17875
2434	40.18175	46.35075	34.01375
2435	42.71675	48.86875	36.56475
2436	44.90775	51.06675	38.74875
2437	43.70775	49.86175	37.55475
2438	42.14175	48.32375	35.95975
2439	38.31775	44.54675	32.08875
2440	33.07575	39.21675	26.93475
2441	23.30575	29.53175	17.08075
2442	16.61575	22.83475	10.39675
2443	13.71575	19.87775	7.55475
2444	11.73775	17.95575	5.51975
2445	16.74875	22.93675	10.55975
2446	25.25275	31.41375	19.09175
2447	30.80475	36.97875	24.63175
2448	34.36975	40.56975	28.16975
2449	36.43375	42.58875	30.27875
2450	36.12375	42.26975	29.97875
2451	36.98375	43.15675	30.80975
2452	33.56475	39.78075	27.34975
2453	35.29475	41.44775	29.14175
2454	37.98475	44.17075	31.79975
2455	39.44175	45.62675	33.25675
2456	40.12075	46.30775	33.93375
2457	40.64175	46.81875	34.46475
2458	41.05075	47.21775	34.88475
2459	41.43975	47.59975	35.27975
2460	41.37275	47.52775	35.21775
2461	41.72875	47.87175	35.58575
2462	42.25275	48.38375	36.12075
2463	42.44175	48.56275	36.32075
2464	42.63175	48.75075	36.51175
2465	42.71975	48.83975	36.59975
2466	43.21575	49.34275	37.08875
2467	43.00275	49.15075	36.85375
2468	43.39175	49.53575	37.24775
2469	43.57875	49.72875	37.42875
2470	43.76875	49.93675	37.60075
2471	44.06675	50.24675	37.88775
2472	44.22375	50.43075	38.01675
2473	44.32775	50.55175	38.10275
2474	44.37575	50.61375	38.13875
2475	44.58475	50.80575	38.36275
2476	43.52275	49.77275	37.27175
2477	42.26975	48.47875	36.05975
2478	37.66875	43.89675	31.43975
2479	29.51175	35.84975	23.17375
2480	14.97975	21.46375	8.49575
2481	-2.75125	3.59875	-9.10225
2482	-10.20525	-3.89325	-16.51825
2483	-12.61325	-6.43225	-18.79425
2484	-12.17725	-5.99825	-18.35525
2485	-8.63425	-2.44825	-14.82025
2486	-3.96725	2.23275	-10.16725
2487	-1.51125	4.67775	-7.69925
2488	0.44675	6.62175	-5.72825
2489	3.28575	9.51675	-2.94625
2490	6.72375	12.93875	0.50975
2491	16.90275	23.14575	10.65975
2492	27.89075	34.16575	21.61575
2493	34.17975	40.45575	27.90475
2494	37.73075	43.98775	31.47275
2495	38.93175	45.16075	32.70275
2496	39.29875	45.50075	33.09675
2497	39.29275	45.46475	33.11975
2498	39.56375	45.70775	33.41875
2499	38.57375	44.74675	32.40075
2500	38.24875	44.44475	32.05275
2501	38.19175	44.40075	31.98375
2502	36.41075	42.67475	30.14675
2503	35.92475	42.11375	29.73475
2504	28.08575	34.31075	21.85975
2505	18.86075	25.13875	12.58275
2506	8.91175	15.17175	2.65175
2507	-3.47125	2.74475	-9.68625
2508	-10.70425	-4.49725	-16.91225
2509	-14.09225	-7.89125	-20.29425
2510	-13.57325	-7.42125	-19.72525
2511	-13.87925	-7.67125	-20.08825
2512	-7.36325	-1.17725	-13.54925
2513	-2.54125	3.65475	-8.73625
2514	4.69075	10.89075	-1.50825
2515	10.20475	16.43775	3.97175
2516	17.00675	23.15375	10.85975
2517	19.86775	26.06075	13.67475
2518	22.10675	28.27775	15.93575
2519	24.81875	30.95675	18.68075
2520	25.23375	31.42175	19.04475
2521	24.32275	30.53375	18.11175
2522	22.14875	28.30475	15.99275
2523	18.33375	24.51275	12.15475
2524	14.89275	21.02775	8.75675
2525	9.95175	16.12775	3.77475
2526	8.25975	14.42275	2.09675
2527	6.90975	13.07375	0.74475
2528	5.30575	11.45875	-0.84725
2529	6.14675	12.26375	0.03075
2530	10.86675	17.04175	4.69275
2531	17.41075	23.62175	11.20075
2532	24.62575	30.84775	18.40275
2533	30.30875	36.52175	24.09575
2534	34.33075	40.51575	28.14575
2535	35.29375	41.47475	29.11275
2536	35.63275	41.80175	29.46275
2537	35.89075	42.05675	29.72475
2538	36.54475	42.70475	30.38575
2539	37.35575	43.48875	31.22175
2540	37.78775	43.91375	31.66275
2541	37.94975	44.08775	31.81275
2542	38.06875	44.20575	31.93175
2543	38.46575	44.59375	32.33675
2544	39.42175	45.54475	33.29775
2545	40.21375	46.34575	34.08175
2546	40.74775	46.89475	34.60175
2547	40.62075	46.79975	34.44175
2548	41.38475	47.56375	35.20575
2549	41.82275	48.00675	35.63975
2550	42.29975	48.47975	36.11875
2551	42.43075	48.61075	36.24975
2552	42.66475	48.82575	36.50375
2553	42.23375	48.38375	36.08375
2554	41.96175	48.11675	35.80675
2555	41.54375	47.70175	35.38475
2556	40.81475	47.00575	34.62475
2557	40.29875	46.46875	34.12875
2558	39.58775	45.80275	33.37375
2559	37.99175	44.16475	31.81975
2560	38.17275	44.34675	31.99875
2561	38.78775	44.91675	32.65875
2562	37.89775	44.09075	31.70475
2563	38.08075	44.29075	31.87175
2564	38.94475	45.13675	32.75175
2565	40.03775	46.20975	33.86575
2566	40.43875	46.59175	34.28675
2567	40.32775	46.48775	34.16775
2568	40.54075	46.70975	34.37175
2569	41.38275	47.55375	35.21175
2570	41.97775	48.17175	35.78275
2571	42.03575	48.24175	35.82875
2572	41.00175	47.21775	34.78475
2573	37.55875	43.73375	31.38375
2574	33.56575	39.75575	27.37575
2575	32.53375	38.73075	26.33575
2576	31.83075	38.02175	25.64075
2577	36.23375	42.41975	30.04675
2578	38.95775	45.15375	32.76275
2579	41.82575	48.02975	35.62175
2580	44.05875	50.26575	37.85075
2581	44.29475	50.52575	38.06375
2582	43.73675	49.93075	37.54275
2583	43.25875	49.41875	37.09975
2584	41.73975	47.92175	35.55775
2585	40.91175	47.08475	34.73775
2586	39.71975	45.90375	33.53475
2587	38.75875	44.95075	32.56575
2588	37.69575	43.92275	31.46975
2589	36.76175	43.00775	30.51575
2590	35.72975	42.01375	29.44575
2591	34.46375	40.74475	28.18275
2592	34.00575	40.21775	27.79275
2593	31.72375	37.91275	25.53575
2594	31.84475	37.99475	25.69475
2595	31.69875	37.85575	25.54275
2596	30.60075	36.78175	24.41975
2597	31.68875	37.85675	25.52175
2598	32.24175	38.38375	26.10075
2599	31.57175	37.76475	25.37875
2600	30.38575	36.58675	24.18475
2601	25.56775	31.79375	19.34175
2602	17.44775	23.68875	11.20675
2603	10.12675	16.33575	3.91775
2604	4.93375	11.10475	-1.23725
2605	0.70975	6.88375	-5.46525
2606	2.77375	9.03575	-3.48925
2607	8.50975	14.78375	2.23475
2608	15.41375	21.63075	9.19575
2609	20.37275	26.70775	14.03775
2610	23.51275	29.82575	17.20075
2611	24.16675	30.47575	17.85775
2612	24.11475	30.40675	17.82275
2613	23.29475	29.56875	17.01975
2614	23.13775	29.40075	16.87575
2615	22.39775	28.64575	16.14975
2616	21.62575	27.86675	15.38475
2617	21.04175	27.27775	14.80675
2618	20.76075	26.98175	14.54075
2619	20.58175	26.78775	14.37575
2620	20.10375	26.30575	13.90175
2621	19.61275	25.82375	13.40075
2622	19.33475	25.55675	13.11275
2623	18.83775	25.05075	12.62475
2624	17.88575	24.09275	11.67875
2625	17.18575	23.40875	10.96275
2626	16.95875	23.17875	10.73875
2627	16.75375	22.96975	10.53875
2628	16.68575	22.89975	10.47075
2629	16.36575	22.58375	10.14875
2630	16.05075	22.27975	9.82075
2631	15.82775	22.07475	9.58075
2632	15.40275	21.66775	9.13875
2633	13.71675	19.99975	7.43475
2634	12.37075	18.62975	6.11175
2635	9.33075	15.53875	3.12375
2636	7.07375	13.29375	0.85475
2637	5.62475	11.82575	-0.57725
2638	7.25175	13.45175	1.05275
2639	10.16475	16.39275	3.93675
2640	18.59475	24.77375	12.41575
2641	25.32475	31.52275	19.12775
2642	31.35475	37.52575	25.18375
2643	36.94275	43.11475	30.77075
2644	40.92675	47.08175	34.77175
2645	43.32875	49.52475	37.13275
2646	45.94575	52.13375	39.75875
2647	48.50175	54.69675	42.30675
2648	49.19575	55.38975	43.00075
2649	49.30475	55.49475	43.11375
2650	48.98675	55.16375	42.80975
2651	49.52575	55.67575	43.37675
2652	50.39175	56.51275	44.26975
2653	50.14775	56.26775	44.02875
2654	50.44975	56.56675	44.33275
2655	50.61675	56.73575	44.49775
2656	50.78675	56.90075	44.67275
2657	51.60975	57.71175	45.50675
2658	51.76475	57.87675	45.65175
2659	51.84775	57.98075	45.71475
2660	51.46675	57.62875	45.30475
2661	52.07475	58.25575	45.89375
2662	52.28975	58.48075	46.09875
2663	51.30175	57.48475	45.11875
2664	51.06475	57.21875	44.91075
2665	49.43975	55.62275	43.25775
2666	47.74475	53.91975	41.57075
2667	47.25375	53.41875	41.08875
2668	48.67475	54.83975	42.50975
2669	49.97175	56.13675	43.80775
2670	49.74675	55.93075	43.56375
2671	50.09775	56.26175	43.93275
2672	49.13075	55.27775	42.98375
2673	47.98575	54.11675	41.85375
2674	46.43475	52.54775	40.32175
2675	44.98775	51.11375	38.86175
2676	43.58175	49.71675	37.44675
2677	41.75175	47.92075	35.58175
2678	40.44675	46.65175	34.24175
2679	39.25875	45.50675	33.01075
2680	37.99175	44.27275	31.71075
2681	36.48775	42.78775	30.18875
2682	33.63175	39.96475	27.29875
2683	28.73875	35.04175	22.43675
2684	21.37875	27.61975	15.13675
2685	11.65975	17.94575	5.37375
2686	5.09475	11.31275	-1.12325
2687	2.68275	8.88675	-3.52125
2688	4.42675	10.60475	-1.75225
2689	8.00975	14.17075	1.84775
2690	11.24275	17.41375	5.07275
2691	12.86875	19.05575	6.68275
2692	14.89275	21.07675	8.70775
2693	16.48475	22.63975	10.32975
2694	18.67075	24.82675	12.51375
2695	20.71275	26.86675	14.55875
2696	23.05275	29.23775	16.86775
2697	25.69975	31.87975	19.51875
2698	30.24975	36.41975	24.08075
2699	32.38375	38.57375	26.19475
2700	35.29275	41.45775	29.12875
2701	35.55975	41.75075	29.36875
2702	35.76975	41.97775	29.56175
2703	36.92775	43.07775	30.77675
2704	37.49475	43.65175	31.33775
2705	37.35275	43.58075	31.12475
2706	34.48275	40.71875	28.24775
2707	32.16475	38.44275	25.88675
2708	25.85075	32.08575	19.61575
2709	14.97275	21.25575	8.69075
2710	4.81775	11.05075	-1.41525
2711	-2.96325	3.21375	-9.14025
2712	-6.59925	-0.40825	-12.79025
2713	-10.65125	-4.50625	-16.79625
2714	-13.15525	-6.96925	-19.34125
2715	-16.20525	-10.04325	-22.36625
2716	-15.48925	-9.29925	-21.67925
2717	-9.41925	-3.20225	-15.63725
2718	-4.69325	1.49375	-10.88025
2719	-1.11925	5.09875	-7.33625
2720	1.34975	7.50375	-4.80325
2721	1.41975	7.60975	-4.77025
2722	4.18875	10.34275	-1.96525
2723	6.01675	12.24375	-0.21025
2724	12.41275	18.74075	6.08375
2725	21.64475	27.92575	15.36475
2726	27.81375	34.05175	21.57675
2727	32.37875	38.59175	26.16575
2728	34.39375	40.55675	28.22975
2729	32.82675	39.01475	26.63775
2730	31.37375	37.54775	25.20075
2731	27.67175	33.87775	21.46675
2732	23.58975	29.77175	17.40875
2733	22.04675	28.17675	15.91575
2734	20.24475	26.41575	14.07375
2735	21.50775	27.70075	15.31375
2736	23.80275	30.00375	17.60075
2737	27.26375	33.42275	21.10575
2738	30.44175	36.64375	24.23975
2739	33.87375	40.04875	27.69775
2740	31.32275	37.54175	25.10475
2741	27.12575	33.34475	20.90775
2742	20.93475	27.15875	14.71075
2743	15.55775	21.79875	9.31775
2744	12.20775	18.42575	5.98975
2745	11.58775	17.79975	5.37475
2746	13.59775	19.79975	7.39475
2747	22.34075	28.53875	16.14275
2748	28.37975	34.59775	22.16075
2749	30.75575	36.97975	24.53075
2750	29.68575	35.88475	23.48575
2751	26.13375	32.29875	19.96775
2752	19.11075	25.30075	12.92075
2753	12.09875	18.36175	5.83475
2754	7.89975	14.07975	1.72075
2755	5.48475	11.66075	-0.69025
2756	6.85675	13.00175	0.71175
2757	7.53875	13.72575	1.35175
2758	10.52575	16.65875	4.39175
2759	11.34775	17.45475	5.24075
2760	13.38575	19.53075	7.23975
2761	15.48875	21.60175	9.37675
2762	17.32175	23.44975	11.19475
2763	18.08075	24.25075	11.90975
2764	19.91575	26.06875	13.76275
2765	19.07775	25.24675	12.90775
2766	18.97675	25.14375	12.81075
2767	17.43375	23.61975	11.24775
2768	15.81075	21.98875	9.63275
2769	17.13975	23.29975	10.97875
2770	17.89875	24.07975	11.71775
2771	22.42675	28.60075	16.25375
2772	27.59175	33.78475	21.39875
2773	30.54075	36.72075	24.36075
2774	34.51375	40.65175	28.37575
2775	35.67775	41.81075	29.54475
2776	32.39175	38.55575	26.22775
2777	28.64575	34.82375	22.46675
2778	25.46675	31.60475	19.32975
2779	23.68175	29.83675	17.52575
2780	24.20475	30.35075	18.05975
2781	23.51975	29.68975	17.34975
2782	25.09575	31.24875	18.94275
2783	25.99375	32.13675	19.85175
2784	26.51375	32.71675	20.31075
2785	28.89875	35.07575	22.72275
2786	30.42775	36.61675	24.23875
2787	33.51875	39.66175	27.37575
2788	36.66875	42.80975	30.52775
2789	37.12975	43.26975	30.98975
2790	37.10275	43.27375	30.93175
2791	36.56475	42.72675	30.40275
2792	36.26975	42.40975	30.12975
2793	34.37475	40.54075	28.20975
2794	30.51275	36.64775	24.37875
2795	26.15175	32.28775	20.01675
2796	19.48075	25.67775	13.28375
2797	14.20875	20.38175	8.03475
2798	7.16375	13.33575	0.99275
2799	-1.07325	5.14975	-7.29625
2800	-5.99725	0.18475	-12.17925
2801	-7.50925	-1.34525	-13.67425
2802	-7.47025	-1.29925	-13.64125
2803	-9.27725	-3.12525	-15.43025
2804	-10.48825	-4.36225	-16.61325
2805	-11.36625	-5.20625	-17.52625
2806	-11.48325	-5.32925	-17.63825
2807	-12.17625	-6.02425	-18.32825
2808	-11.21925	-5.07525	-17.36325
2809	-11.69025	-5.49125	-17.88825
2810	-11.46225	-5.29725	-17.62725
2811	-9.81325	-3.64825	-15.97825
2812	-6.96425	-0.81425	-13.11325
2813	-4.76725	1.41375	-10.94725
2814	-0.59725	5.55175	-6.74625
2815	1.79775	7.98275	-4.38825
2816	6.55175	12.69675	0.40775
2817	12.14075	18.32875	5.95275
2818	18.29175	24.45075	12.13175
2819	23.06475	29.22675	16.90275
2820	27.71175	33.89975	21.52375
2821	31.51575	37.69575	25.33575
2822	35.01275	41.23775	28.78875
2823	36.38675	42.59375	30.17875
2824	36.76075	42.96075	30.56075
2825	36.64775	42.81475	30.47975
2826	35.46475	41.63275	29.29575
2827	34.72275	40.87475	28.57175
2828	33.82575	39.98175	27.66975
2829	32.73975	38.91375	26.56675
2830	32.40575	38.60075	26.21075
2831	31.14675	37.37075	24.92175
2832	29.98875	36.23475	23.74275
2833	28.24575	34.51175	21.97875
2834	26.46975	32.69075	20.24875
2835	22.98775	29.17775	16.79675
2836	15.46075	21.70075	9.22075
2837	12.51475	18.66975	6.36075
2838	8.77675	14.93975	2.61375
2839	7.23075	13.37475	1.08675
2840	7.58975	13.74175	1.43675
2841	10.73475	16.89075	4.57975
2842	9.59875	15.75175	3.44575
2843	10.81675	16.95975	4.67275
2844	10.84075	16.97175	4.70875
2845	11.00475	17.15575	4.85375
2846	10.48375	16.63675	4.33075
2847	10.80475	16.93175	4.67675
2848	10.25075	16.40775	4.09375
2849	10.01275	16.17875	3.84575
2850	8.12975	14.35575	1.90275
2851	7.87975	14.03875	1.71975
2852	7.96675	14.12875	1.80375
2853	7.49475	13.66875	1.32075
2854	8.26775	14.38975	2.14675
2855	9.22875	15.41275	3.04475
2856	9.62875	15.77275	3.48575
2857	10.09375	16.24975	3.93775
2858	13.86975	20.00375	7.73575
2859	14.64375	20.79275	8.49475
2860	15.21575	21.38875	9.04375
2861	18.72775	24.91575	12.53875
2862	20.56275	26.70475	14.42075
2863	22.48675	28.65575	16.31775
2864	25.33275	31.49475	19.17075
2865	27.39975	33.55975	21.23975
2866	29.91075	36.08975	23.73075
2867	32.72775	38.89175	26.56475
2868	33.85375	40.02975	27.67775
2869	35.73775	41.89875	29.57675
2870	36.98075	43.11475	30.84675
2871	37.38075	43.52475	31.23675
2872	38.17975	44.34475	32.01475
2873	38.71875	44.91475	32.52275
2874	38.43275	44.62075	32.24375
2875	38.94575	45.10275	32.78875
2876	37.97775	44.13075	31.82375
2877	36.38175	42.56175	30.20175
2878	33.82575	40.03875	27.61275
2879	33.27075	39.44375	27.09675
2880	32.44475	38.57875	26.31075
2881	30.02675	36.19975	23.85475
2882	27.01275	33.20375	20.82275
2883	25.82175	31.99275	19.65075
2884	23.27675	29.45575	17.09775
2885	20.56375	26.71275	14.41475
2886	17.71775	23.87975	11.55475
2887	16.85475	23.02575	10.68275
2888	14.46175	20.66475	8.25775
2889	12.48075	18.68375	6.27875
2890	12.66675	18.82275	6.50975
2891	12.01875	18.17075	5.86575
2892	11.42975	17.59775	5.26175
2893	13.14075	19.28175	6.99875
2894	14.92975	21.08575	8.77275
2895	18.76975	24.98575	12.55375
2896	23.71375	29.91075	17.51775
2897	28.68675	34.87275	22.50075
2898	30.52775	36.70975	24.34475
2899	32.87175	39.05775	26.68475
2900	34.83875	40.99575	28.68275
2901	36.99475	43.13975	30.84975
2902	38.32575	44.50075	32.14975
2903	40.00175	46.16775	33.83475
2904	40.84375	47.02875	34.65875
2905	40.84675	47.03175	34.66175
2906	38.28375	44.46775	32.10075
2907	35.95775	42.13075	29.78475
2908	31.95475	38.11675	25.79275
2909	29.65375	35.78075	23.52775
2910	27.01275	33.13375	20.89275
2911	23.22775	29.39275	17.06275
2912	19.19275	25.35575	13.02975
2913	15.83575	22.00975	9.66175
2914	17.82275	23.95475	11.69075
2915	17.89275	24.06275	11.72275
2916	23.10775	29.27175	16.94275
2917	25.43975	31.60075	19.27875
2918	27.20575	33.38975	21.02175
2919	28.01875	34.25675	21.77975
2920	25.43975	31.65275	19.22675
2921	22.02575	28.19775	15.85475
2922	17.51775	23.69275	11.34175
2923	13.88575	20.04275	7.72875
2924	10.15975	16.33875	3.97975
2925	4.53275	10.82375	-1.75725
2926	0.31475	6.53475	-5.90425
2927	-4.09225	2.12175	-10.30625
2928	-4.81225	1.36975	-10.99425
2929	-2.84225	3.31275	-8.99625
2930	-1.44925	4.71475	-7.61225
2931	1.49675	7.65375	-4.66025
2932	4.20075	10.36475	-1.96325
2933	7.23675	13.38675	1.08675
2934	10.40475	16.56275	4.24675
2935	14.98375	21.13875	8.82875
2936	18.97075	25.13075	12.81075
2937	21.36575	27.52575	15.20575
2938	22.61675	28.76575	16.46875
2939	23.92875	30.11575	17.74075
2940	25.13275	31.31775	18.94875
2941	25.93375	32.08475	19.78175
2942	25.49275	31.64175	19.34475
2943	25.36575	31.48975	19.24075
2944	26.04475	32.16875	19.92075
2945	26.59275	32.76675	20.41875
2946	25.55375	31.72675	19.38075
2947	26.53975	32.68075	20.39875
2948	25.83375	31.97975	19.68875
2949	25.93575	32.11175	19.75975
2950	27.02175	33.15075	20.89175
2951	29.59575	35.75875	23.43375
2952	28.98475	35.16875	22.80075
2953	31.41675	37.56575	25.26875
2954	33.64375	39.77075	27.51775
2955	34.56375	40.73875	28.38875
2956	36.55275	42.72275	30.38375
2957	36.49875	42.67975	30.31675
2958	35.97975	42.10575	29.85475
2959	34.97575	41.17175	28.77875
2960	35.28675	41.48475	29.08875
2961	36.91075	43.05575	30.76575
2962	37.68475	43.81775	31.55175
2963	38.43875	44.53875	32.33875
2964	39.77275	45.87875	33.66675
2965	40.14175	46.26775	34.01675
2966	41.95175	48.09075	35.81275
2967	41.25075	47.46175	35.04075
2968	41.65975	47.83675	35.48275
2969	42.23375	48.40775	36.05975
2970	41.79275	47.96375	35.62175
2971	43.67575	49.81475	37.53575
2972	41.93875	48.06475	35.81375
2973	40.56175	46.74675	34.37675
2974	38.04075	44.22575	31.85575
2975	36.49775	42.65775	30.33875
2976	33.57975	39.73475	27.42375
2977	29.43475	35.62875	23.24075
2978	27.58875	33.73675	21.44075
2979	26.13075	32.31575	19.94675
2980	25.91875	32.09275	19.74575
2981	27.01975	33.23475	20.80475
2982	28.69875	34.87175	22.52675
2983	31.32975	37.51475	25.14475
2984	33.04675	39.24575	26.84775
2985	33.54675	39.75275	27.34175
2986	34.04475	40.20875	27.88175
2987	34.91475	41.06375	28.76475
2988	35.24375	41.38875	29.09875
2989	35.98675	42.11475	29.85975
2990	36.63275	42.75975	30.50575
2991	36.42775	42.60175	30.25375
2992	35.84975	42.07175	29.62775
2993	33.89875	40.13975	27.65875
2994	30.50875	36.73075	24.28775
2995	27.29175	33.49275	21.09075
2996	20.85075	27.04475	14.65675
2997	16.16675	22.36875	9.96475
2998	14.16075	20.34475	7.97675
2999	14.02775	20.20675	7.84875
3000	17.08775	23.22675	10.94875
3001	19.81075	25.99175	13.63075
3002	21.79675	27.94475	15.64875
3003	24.31175	30.51475	18.10975
3004	26.47075	32.61575	20.32575
3005	29.41175	35.57375	23.24875
3006	29.79575	35.96675	23.62575
3007	30.85975	37.00875	24.71175
3008	30.34275	36.51275	24.17275
3009	33.86175	40.05075	27.67275
3010	38.39075	44.56275	32.21975
3011	41.60375	47.80075	35.40675
3012	44.88575	51.05075	38.72075
3013	43.44275	49.61775	37.26875
3014	40.87675	47.05775	34.69575
3015	39.88475	46.09875	33.67175
3016	38.88775	45.06175	32.71375
3017	34.84875	41.05575	28.64175
3018	27.85275	34.12075	21.58475
3019	21.09875	27.37875	14.81975
3020	17.51075	23.71575	11.30475
3021	14.86575	21.08975	8.64175
3022	16.57175	22.81075	10.33275
3023	22.51475	28.69675	16.33275
3024	28.36675	34.50775	22.22475
3025	30.19675	36.35375	24.03975
3026	31.59175	37.76775	25.41575
3027	34.45775	40.62575	28.29075
3028	35.78875	41.94075	29.63675
3029	38.46275	44.61475	32.31075
3030	38.68575	44.83975	32.53175
3031	36.97375	43.14475	30.80275
3032	34.57175	40.74375	28.39875
3033	34.15375	40.29675	28.01075
3034	32.70375	38.85175	26.55575
3035	30.99475	37.15475	24.83475
3036	30.15875	36.30075	24.01675
3037	29.67475	35.81275	23.53675
3038	28.87875	35.03675	22.71975
