C: Wang et al. stack probabilistic analysis Med RSL chronology (ky)
D: Wang et al. stack probabilistic analysis Med RSL MEDIAN (m; shifted so mean of last three ky =0)
E: Wang et al. stack probabilistic analysis Med RSL upper bound 95% probability interval for the median (~equivalent to 2se)
F: Wang et al. stack probabilistic analysis Med RSL lower bound 95% probability interval for the median (~equivalent to 2se)

t Wang Med RSL	MEDIAN	MEDIAN_t95%	 MEDIAN_b95%
0	-1.34725	4.92775	-7.62325
1	0.24675	6.44775	-5.95525
2	1.02875	7.22375	-5.16625
3	0.07175	6.25375	-6.11025
4	-2.18025	3.98875	-8.34825
5	-3.60925	2.54075	-9.75825
6	-5.76325	0.40375	-11.93025
7	-7.57225	-1.38625	-13.75825
8	-8.84825	-2.61325	-15.08325
9	-10.94725	-4.67925	-17.21425
10	-14.78225	-8.44825	-21.11625
11	-20.48225	-14.16425	-26.79925
12	-28.99025	-22.74325	-35.23725
13	-38.59725	-32.37825	-44.81725
14	-46.99725	-40.77225	-53.22125
15	-59.68725	-53.39925	-65.97525
16	-71.84425	-65.43225	-78.25525
17	-86.02125	-79.68525	-92.35725
18	-99.16325	-92.79625	-105.53025
19	-110.05925	-103.78125	-116.33725
20	-114.08725	-107.85325	-120.32025
21	-119.23525	-112.96525	-125.50525
22	-119.91025	-113.59325	-126.22825
23	-119.38225	-113.08525	-125.67925
24	-120.11225	-113.85225	-126.37325
25	-117.65625	-111.35625	-123.95525
26	-116.71525	-110.42725	-123.00325
27	-111.68025	-105.47225	-117.88925
28	-112.01125	-105.69025	-118.33225
29	-111.57525	-105.33025	-117.82025
30	-113.70325	-107.45125	-119.95525
31	-111.39225	-105.16925	-117.61425
32	-108.58425	-102.38425	-114.78425
33	-106.00025	-99.69425	-112.30625
34	-97.49525	-91.27625	-103.71525
35	-94.10125	-87.88525	-100.31825
36	-95.16125	-88.95925	-101.36325
37	-100.06625	-93.77825	-106.35425
38	-101.56825	-95.33025	-107.80625
39	-100.66925	-94.47825	-106.86025
40	-97.51325	-91.28325	-103.74425
41	-91.97725	-85.76425	-98.18925
42	-84.32025	-78.06625	-90.57425
43	-77.55725	-71.26625	-83.84725
44	-71.16525	-64.94525	-77.38525
45	-66.44025	-60.22925	-72.65025
46	-62.94325	-56.71025	-69.17625
47	-59.44625	-53.28525	-65.60625
48	-58.76725	-52.56125	-64.97325
49	-57.95925	-51.76725	-64.15225
50	-59.95725	-53.73325	-66.18125
51	-61.50325	-55.23825	-67.76925
52	-62.37725	-56.13925	-68.61425
53	-63.80625	-57.51025	-70.10325
54	-65.30525	-59.07125	-71.53925
55	-67.24325	-61.07025	-73.41725
56	-71.57225	-65.36525	-77.77925
57	-73.44025	-67.25025	-79.63125
58	-74.35025	-68.17625	-80.52525
59	-74.14525	-67.95725	-80.33325
60	-74.55725	-68.33425	-80.78125
61	-75.13125	-68.90925	-81.35425
62	-77.69925	-71.43325	-83.96425
63	-79.44825	-73.22725	-85.66925
64	-79.41325	-73.21725	-85.60925
65	-79.20025	-72.95525	-85.44625
66	-73.97025	-67.80725	-80.13225
67	-70.61725	-64.45325	-76.78025
68	-68.49825	-62.28825	-74.70725
69	-65.45525	-59.27125	-71.64025
70	-66.12825	-59.97825	-72.27725
71	-66.43225	-60.24725	-72.61625
72	-67.59125	-61.35525	-73.82725
73	-65.12825	-58.87725	-71.37925
74	-55.93125	-49.70625	-62.15525
75	-49.82425	-43.57525	-56.07325
76	-40.02125	-33.75225	-46.29025
77	-31.75725	-25.51025	-38.00425
78	-25.52425	-19.33025	-31.71725
79	-24.13525	-17.95925	-30.31225
80	-27.94225	-21.77125	-34.11425
81	-32.82125	-26.65325	-38.98925
82	-37.34725	-31.17725	-43.51725
83	-42.84925	-36.64725	-49.05025
84	-44.27725	-38.09025	-50.46425
85	-45.23125	-39.03325	-51.43025
86	-47.29425	-41.14125	-53.44825
87	-50.10925	-43.96125	-56.25725
88	-52.28925	-46.13425	-58.44425
89	-53.37325	-47.21025	-59.53625
90	-49.78725	-43.60725	-55.96625
91	-47.23525	-41.05225	-53.41725
92	-44.66325	-38.44325	-50.88425
93	-41.91725	-35.75325	-48.08225
94	-38.08425	-31.90425	-44.26425
95	-31.48425	-25.29425	-37.67425
96	-22.55425	-16.36525	-28.74225
97	-14.87425	-8.69125	-21.05725
98	-11.94125	-5.73725	-18.14525
99	-10.68325	-4.48625	-16.87925
100	-10.47725	-4.29125	-16.66325
101	-10.91025	-4.73225	-17.08925
102	-10.24325	-4.06925	-16.41725
103	-10.26125	-4.07425	-16.44725
104	-10.52925	-4.29625	-16.76325
105	-13.57825	-7.28025	-19.87625
106	-17.94125	-11.60225	-24.28025
107	-25.80025	-19.51925	-32.08025
108	-34.59925	-28.36225	-40.83625
109	-39.69325	-33.46825	-45.91825
110	-42.56525	-36.36625	-48.76325
111	-41.70325	-35.50925	-47.89825
112	-36.43425	-30.29125	-42.57825
113	-31.62525	-25.46225	-37.78825
114	-28.25325	-22.04525	-34.46125
115	-20.65625	-14.44425	-26.86925
116	-13.44525	-7.21925	-19.67025
117	-9.01225	-2.82725	-15.19725
118	-5.86125	0.28875	-12.01225
119	-4.24325	1.92075	-10.40725
120	-4.91125	1.30575	-11.12825
121	-6.07825	0.13075	-12.28725
122	-8.31425	-2.14325	-14.48525
123	-10.39625	-4.25025	-16.54225
124	-12.98125	-6.83125	-19.13125
125	-15.55825	-9.40425	-21.71225
126	-17.88025	-11.71825	-24.04225
127	-19.64525	-13.47525	-25.81525
128	-21.96225	-15.74725	-28.17625
129	-24.58425	-18.33225	-30.83725
130	-28.79025	-22.52025	-35.06025
131	-32.22525	-25.96025	-38.49125
132	-42.62625	-36.32425	-48.92725
133	-53.87925	-47.60525	-60.15325
134	-66.33425	-59.99225	-72.67525
135	-79.21825	-72.92925	-85.50825
136	-88.52725	-82.26325	-94.79025
137	-95.18925	-88.90825	-101.47125
138	-93.10325	-86.89125	-99.31425
139	-88.04825	-81.82125	-94.27625
140	-84.73925	-78.47225	-91.00625
141	-79.47625	-73.27825	-85.67425
142	-74.48825	-68.32825	-80.64725
143	-75.09525	-68.84525	-81.34625
144	-72.96725	-66.72325	-79.21025
145	-70.00225	-63.77425	-76.23125
146	-67.63725	-61.44625	-73.82825
147	-67.84025	-61.62925	-74.05225
